,bab,ayat,jawa,indo
0,2 Tawarikh 1,0,Sang Prabu Suleman ndedonga nyuwun kawicaksanan,Doa Salomo memohon hikmat
1,2 Tawarikh 1,1,"Sang Prabu Suleman, putrane Sang Prabu Dawud, anggone jumeneng nata wus santosa; Pangeran Yehuwah, Gusti Allahe, nunggil kalawan panjenengane lan ndadosake pangwaose ngedab-edabi.","Salomo, anak Daud, menjadi kuat dalam kedudukannya sebagai raja; TUHAN, Allahnya, menyertai dia dan menjadikan kekuasaannya luar biasa besarnya."
2,2 Tawarikh 1,2,"Sang Prabu Suleman paring dhawuh marang wong Israel kabeh, marang para panggedhene wadya-bala sewu lan wadya-bala satus, marang para hakim lan marang sakehe pemimpin ing saindenging tanah Israel, yaiku para lelurahing kulawangsa.","Salomo memberi perintah kepada seluruh Israel, kepada kepala-kepala pasukan seribu dan pasukan seratus, kepada para hakim dan kepada semua pemimpin di seluruh Israel, yakni para kepala puak."
3,2 Tawarikh 1,3,"Sang Prabu Suleman banjur tindak menyang ing tengger pangorbanan ing Gibeon kadherekake dening wong sapasamuwan mau kabeh, amarga ana ing kono dununge Tarub Pasewakaning Allah yasane Nabi Musa, abdining Yehuwah, ana ing pasamunan.","Lalu pergilah Salomo bersama-sama dengan segenap jemaah itu ke bukit pengorbanan yang di Gibeon, sebab di situlah Kemah Pertemuan Allah yang dibuat Musa, hamba TUHAN itu, di padang gurun."
4,2 Tawarikh 1,4,"-- Nanging Sang Prabu Dawud wus mboyong pethining Allah saka Kiryat-Yearim menyang ing papan kang wus kacawisake, -- sabab panjenengane wus ngyasakake tarub ana ing Yerusalem.","--Tetapi Daud telah mengangkut tabut Allah dari Kiryat-Yearim ke tempat yang disiapkannya bagi tabut itu, --sebab ia telah memasang kemah untuk tabut itu di Yerusalem."
5,2 Tawarikh 1,5,Nanging misbyah tembaga gaweane Bezaleel bin Uri bin Hur isih ana ing kono ana ing ngarepe Tarub Sucining Allah. Iya iku kang dipurugi Sang Prabu Suleman karo pasamuwan mau perlu nyuwun pitedah marang Pangeran Yehuwah.,Namun mezbah tembaga yang dibuat Bezaleel bin Uri bin Hur masih ada di sana di depan Kemah Suci TUHAN. Maka ke sanalah Salomo dan jemaah itu meminta petunjuk TUHAN.
6,2 Tawarikh 1,6,Ana ing kono Sang Prabu Suleman nyaosake kurban ana ing ngarsane Pangeran Yehuwah ana ing misbyah tembaga ing sangarepe Tarub Pasewakan. Sang Prabu ana ing kono ngunjukake kurban obaran sewu.,Salomo mempersembahkan korban di sana di hadapan TUHAN di atas mezbah tembaga yang di depan Kemah Pertemuan itu; ia mempersembahkan seribu korban bakaran di atasnya.
7,2 Tawarikh 1,7,Bareng bengine dina iku uga Gusti Allah ngatingal marang Sang Prabu Suleman lan ngandika marang panjenengane: “Sira nyuwun apa kang bakal Sunparingake marang sira?”,"Pada malam itu juga Allah menampakkan diri kepada Salomo dan berfirman kepadanya: ""Mintalah apa yang hendak Kuberikan kepadamu."""
8,2 Tawarikh 1,8,"Unjuke Sang Prabu Suleman marang Gusti Allah: “Paduka sampun ngatingalaken sih-kadarman Paduka ingkang ageng dhumateng bapa kawula Dawud, saha sampun njumenengaken ratu kawula, nggentosi bapa kawula wau.","Berkatalah Salomo kepada Allah: ""Engkaulah yang telah menunjukkan kasih setia-Mu yang besar kepada Daud, ayahku, dan telah mengangkat aku menjadi raja menggantikan dia."
9,2 Tawarikh 1,9,"Milanipun sapunika, dhuh Yehuwah Allah, Paduka mugi karsaa ngatingalaken kiyating janji Paduka dhumateng bapa kawula Dawud, amargi kawula sampun Paduka jumenengaken dados ratuning bangsa, ingkang kathahipun kados lebuning siti.","Maka sekarang, ya TUHAN Allah, tunjukkanlah keteguhan janji-Mu kepada Daud, ayahku, sebab Engkaulah yang telah mengangkat aku menjadi raja atas suatu bangsa yang banyaknya seperti debu tanah."
10,2 Tawarikh 1,10,"Paduka sapunika mugi karsaa paring kawicaksanan saha kawasisan, supados kawula saged mlebet medal dados panuntuning bangsa punika, awit sinten ingkang saged ngakimi bangsa ingkang ageng punika?”","Berilah sekarang kepadaku hikmat dan pengertian, supaya aku dapat keluar dan masuk sebagai pemimpin bangsa ini, sebab siapakah yang dapat menghakimi umat-Mu yang besar ini?"""
11,2 Tawarikh 1,11,"Paring pangandikaning Allah marang Sang Prabu Suleman: “Ing sarehne iku kang sira karepake, lan sira ora nyuwun kasugihan, raja-brana, kamulyan utawa patining wong kang sengit marang sira, lan uga ora nyuwun umur dawa, nanging kosok baline sira nyuwun kawicaksanan lan kawasisan supaya bisa ngakimi umatingSun, kang wus Sunpitayakake marang sira minangka ratune,","Berfirmanlah Allah kepada Salomo: ""Oleh karena itu yang kauingini dan engkau tidak meminta kekayaan, harta benda, kemuliaan atau nyawa pembencimu, dan juga tidak meminta umur panjang, tetapi sebaliknya engkau meminta kebijaksanaan dan pengertian untuk dapat menghakimi umat-Ku yang atasnya Aku telah merajakan engkau,"
12,2 Tawarikh 1,12,"mulane kawicaksanan lan kawasisan iku kaparingake marang sira; kajaba saka iku sira Sunparingi kasugihan, raja-brana lan kamulyan, kang durung tau kadarbe dening para ratu sadurunge sira sarta ora bakal ana ratu sawuse sira kang ndarbeni iku.”","maka kebijaksanaan dan pengertian itu diberikan kepadamu; selain itu Aku berikan kepadamu kekayaan, harta benda dan kemuliaan, sebagaimana belum pernah ada pada raja-raja sebelum engkau dan tidak akan ada pada raja-raja sesudah engkau."""
13,2 Tawarikh 1,13,"Sang Prabu Suleman nuli tindak saka ing tengger pangurbanan ing Gibeon, saka ing ngarepe Tarub Pasewakan, kondur menyang ing Yerusalem sarta banjur ngasta paprentahan ing Israel.","Lalu pulanglah Salomo dari bukit pengorbanan yang di Gibeon itu, dari depan Kemah Pertemuan, ke Yerusalem dan ia memerintah atas Israel."
