,bab,ayat,jawa,indo
0,1 Samuel 1,0,Miyose Nabi Samuel,Lahirnya Samuel
1,1 Samuel 1,1,"Ana sawijining wong ing Ramataim-Zofim, ing pagunungan Efraim, jenenge Elkana bin Yeroham bin Elihu bin Tokhu bin Zuf, wong Efraim.","Ada seorang laki-laki dari Ramataim-Zofim, dari pegunungan Efraim, namanya Elkana bin Yeroham bin Elihu bin Tohu bin Zuf, seorang Efraim."
2,1 Samuel 1,2,"Elkana iku bojone loro: kang siji jenenge Hana, sijine Penina. Penina iku anak-anak, nanging Hana ora.","Orang ini mempunyai dua isteri: yang seorang bernama Hana dan yang lain bernama Penina; Penina mempunyai anak, tetapi Hana tidak."
3,1 Samuel 1,3,"Wong iku saben taun lelungan saka ing kuthane arep munggah manembah lan saos kurban marang Sang Yehuwah, Gustining sarwa dumadi ing Silo. Kang dadi imaming Sang Yehuwah ana ing kono yaiku putrane Imam Eli, Hofni lan Pinehas.","Orang itu dari tahun ke tahun pergi meninggalkan kotanya untuk sujud menyembah dan mempersembahkan korban kepada TUHAN semesta alam di Silo. Di sana yang menjadi imam TUHAN ialah kedua anak Eli, Hofni dan Pinehas."
4,1 Samuel 1,4,"Nuju ing sawijining dina Elkana saos kurban, Penina bojone, anak-anake lanang-wadon padha diwenehi saduman.","Pada hari Elkana mempersembahkan korban, diberikannyalah kepada Penina, isterinya, dan kepada semua anaknya yang laki-laki dan perempuan masing-masing sebagian."
5,1 Samuel 1,5,"Sanadyan Hana dikasihi, uga mung oleh saduman, awit Sang Yehuwah ora maringi anak marang dheweke.","Meskipun ia mengasihi Hana, ia memberikan kepada Hana hanya satu bagian, sebab TUHAN telah menutup kandungannya."
6,1 Samuel 1,6,"Nanging marune tansah nglarakake atine kareben nepsu, amarga Sang Yehuwah nutup guwagarbane.","Tetapi madunya selalu menyakiti hatinya supaya ia gusar, karena TUHAN telah menutup kandungannya."
7,1 Samuel 1,7,"Kaya mengkono kang kelakon saben taun, saben Hana munggah menyang ing padalemane Sang Yehuwah, Penina nglarakake atine, Hana temah nangis lan emoh mangan.","Demikianlah terjadi dari tahun ke tahun; setiap kali Hana pergi ke rumah TUHAN, Penina menyakiti hati Hana, sehingga ia menangis dan tidak mau makan."
8,1 Samuel 1,8,"Elkana, somahe nuli mituturi mangkene: “Hana, yagene kowe nangis lan apa sebabe kowe emoh mangan? Ajine awakku apa ora ngungkuli anak lanang sepuluh?”","Lalu Elkana, suaminya, berkata kepadanya: ""Hana, mengapa engkau menangis dan mengapa engkau tidak mau makan? Mengapa hatimu sedih? Bukankah aku lebih berharga bagimu dari pada sepuluh anak laki-laki?"""
9,1 Samuel 1,9,"Nuju ing sawijining dina sabubare padha mangan lan ngombe ana ing Silo, Hana banjur ngadeg, nalika Imam Eli pinuju lenggah ana ing kursi sandhing pipining lawang ing padalemane suci Sang Yehuwah,","Pada suatu kali, setelah mereka habis makan dan minum di Silo, berdirilah Hana, sedang imam Eli duduk di kursi dekat tiang pintu bait suci TUHAN,"
